Regionskode,Regionsnavn,Kommunekode ,Kommunenavn,Ejerlavskode,Ejerlavsbetegnelse,Unikt navn
1085,Sjælland,350,Lejre Kommune,51051,"Højby By, Rorup","Højby By, Rorup"
1082,Midtjylland,751,Århus Kommune,990252,"Højby Mark, Framlev","Højby Mark, Framlev"
1085,Sjælland,360,Lolland Kommune,481652,"Højbygård Hgd., Tågerup","Højbygård Hgd., Tågerup"
1083,Syddanmark,479,Svendborg Kommune,430553,"Høje By, Kirkeby","Høje By, Kirkeby"
1084,Hovedstaden,169,Høje-Taastrup Kommune,20751,"Høje-Taastrup By, Høje-Taastrup","Høje-Taastrup By, Høje-Taastrup"
1084,Hovedstaden,169,Høje-Taastrup Kommune,22251,"Høje-Taastrup By, Rønnevang","Høje-Taastrup By, Rønnevang"
1084,Hovedstaden,169,Høje-Taastrup Kommune,21451,"Høje-Taastrup By, Taastrup Nykirke","Høje-Taastrup By, Taastrup Nykirke"
1085,Sjælland,259,Køge Kommune,50653,"Højelse By, Højelse","Højelse By, Højelse"
1084,Hovedstaden,270,Gribskov Kommune,110254,"Højelt By, Blistrup","Højelt By, Blistrup"
1083,Syddanmark,630,Vejle Kommune,1140252,"Højen By, Højen","Højen By, Højen"
1083,Syddanmark,550,Tønder Kommune,2008151,Højer,Højer
1085,Sjælland,336,Stevns Kommune,290551,"Højerup By, Højerup","Højerup By, Højerup"
1085,Sjælland,376,Guldborgsund Kommune,521257,"Højet By, Væggerløse","Højet By, Væggerløse"
1085,Sjælland,360,Lolland Kommune,500753,"Højfjelde By, Halsted","Højfjelde By, Halsted"
1083,Syddanmark,630,Vejle Kommune,1120457,"Højgård, Give","Højgård, Give"
1083,Syddanmark,630,Vejle Kommune,1120653,"Højgård, Grejs","Højgård, Grejs"
1083,Syddanmark,573,Varde Kommune,1330660,"Højlund Gde., Ølgod","Højlund Gde., Ølgod"
1083,Syddanmark,461,Odense Kommune,330955,"Højme By, Sanderum","Højme By, Sanderum"
1085,Sjælland,360,Lolland Kommune,501351,"Højreby By, Søllested","Højreby By, Søllested"
1082,Midtjylland,756,Ikast-Brande Kommune,1190855,"Højris Gde., Ikast","Højris Gde., Ikast"
1081,Nordjylland,773,Morsø Kommune,740751,"Højris Hgd., Ljørslev","Højris Hgd., Ljørslev"
1083,Syddanmark,607,Fredericia Kommune,1150153,"Højrup By, Herslev","Højrup By, Herslev"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,441254,"Højrup By, Hillerslev","Højrup By, Hillerslev"
1081,Nordjylland,860,Hjørring Kommune,540552,"Højrup By, Horne","Højrup By, Horne"
1083,Syddanmark,420,Assens Kommune,391154,"Højrup By, Køng","Højrup By, Køng"
1083,Syddanmark,621,Kolding Kommune,1270653,"Højrup By, Lejrskov","Højrup By, Lejrskov"
1083,Syddanmark,510,Haderslev Kommune,1460451,"Højrup Ejerlav, Højrup","Højrup Ejerlav, Højrup"
1083,Syddanmark,621,Kolding Kommune,1410653,"Højrup, Stepping","Højrup, Stepping"
1084,Hovedstaden,210,Fredensborg Kommune,120158,"Højsager By, Asminderød","Højsager By, Asminderød"
1083,Syddanmark,420,Assens Kommune,390654,"Højsgård, Haarby","Højsgård, Haarby"
1082,Midtjylland,657,Herning Kommune,1240455,"Højsgård, Haderup","Højsgård, Haderup"
1082,Midtjylland,779,Skive Kommune,820854,"Højslev By, Højslev","Højslev By, Højslev"
1085,Sjælland,360,Lolland Kommune,490955,"Højsmarke By, Sandby","Højsmarke By, Sandby"
1085,Sjælland,360,Lolland Kommune,490956,"Højsmarke Made, Sandby","Højsmarke Made, Sandby"
1085,Sjælland,326,Kalundborg Kommune,170357,"Højsted By, Bregninge","Højsted By, Bregninge"
1081,Nordjylland,787,Thisted Kommune,680852,"Højstrup By, Tømmerby","Højstrup By, Tømmerby"
1085,Sjælland,336,Stevns Kommune,290752,"Højstrup Hgd., Lyderslev","Højstrup Hgd., Lyderslev"
1082,Midtjylland,615,Horsens Kommune,1050851,"Højtholm, Tyrsting","Højtholm, Tyrsting"
1083,Syddanmark,580,Aabenraa Kommune,1530552,"Hokkerup, Holbøl","Hokkerup, Holbøl"
1082,Midtjylland,707,Norddjurs Kommune,900251,"Holbæk By, Holbæk","Holbæk By, Holbæk"
1085,Sjælland,316,Holbæk Kommune,2000851,Holbæk Bygrunde,Holbæk Bygrunde
1085,Sjælland,316,Holbæk Kommune,2000852,Holbæk Markjorder,Holbæk Markjorder
1082,Midtjylland,707,Norddjurs Kommune,900252,"Holbækgård Hgd., Holbæk","Holbækgård Hgd., Holbæk"
1083,Syddanmark,580,Aabenraa Kommune,1530553,"Holbøl Ejerlav, Holbøl","Holbøl Ejerlav, Holbøl"
1083,Syddanmark,450,Nyborg Kommune,411751,"Holckenhavn Hgd., Vindinge","Holckenhavn Hgd., Vindinge"
1081,Nordjylland,820,Vesthimmerlands Kommune,670752,"Hole By, Lovns","Hole By, Lovns"
1085,Sjælland,360,Lolland Kommune,480951,"Holeby By, Holeby","Holeby By, Holeby"
1083,Syddanmark,440,Kerteminde Kommune,340651,"Holev By, Marslev","Holev By, Marslev"
1083,Syddanmark,420,Assens Kommune,390851,"Holevadgård, Holevad","Holevadgård, Holevad"
1084,Hovedstaden,270,Gribskov Kommune,110566,"Holgerskøb, Græsted","Holgerskøb, Græsted"
1082,Midtjylland,657,Herning Kommune,2007056,"Holing, Herning Jorder","Holing, Herning Jorder"
1082,Midtjylland,657,Herning Kommune,1191652,"Holingholt By, Sunds","Holingholt By, Sunds"
1085,Sjælland,306,Odsherred Kommune,160358,"Hølkerup By, Egebjerg","Hølkerup By, Egebjerg"
1082,Midtjylland,707,Norddjurs Kommune,900553,"Hollandsbjerg By, Ørsted","Hollandsbjerg By, Ørsted"
1085,Sjælland,360,Lolland Kommune,500155,"Holleby, Arninge","Holleby, Arninge"
1085,Sjælland,360,Lolland Kommune,501753,"Holleby, Skt. Nikolaj","Holleby, Skt. Nikolaj"
1081,Nordjylland,810,Brønderslev Kommune,550452,"Hollensted By, Hallund","Hollensted By, Hallund"
1082,Midtjylland,730,Randers Kommune,780751,"Hollerup By, Langå","Hollerup By, Langå"
1083,Syddanmark,575,Vejen Kommune,1280356,"Holleskov By, Føvling","Holleskov By, Føvling"
1085,Sjælland,370,Næstved Kommune,240553,"Holløse By, Gunderslev","Holløse By, Gunderslev"
1085,Sjælland,316,Holbæk Kommune,150652,"Holløse By, Kvanløse","Holløse By, Kvanløse"
1085,Sjælland,316,Holbæk Kommune,151453,"Holløse By, Søstrup","Holløse By, Søstrup"
1084,Hovedstaden,270,Gribskov Kommune,111351,"Holløse By, Vejby","Holløse By, Vejby"
1085,Sjælland,370,Næstved Kommune,271051,"Holløse Mølle, Skelby","Holløse Mølle, Skelby"
1083,Syddanmark,461,Odense Kommune,350455,"Hollufgård Hgd., Fraugde","Hollufgård Hgd., Fraugde"
1082,Midtjylland,661,Holstebro Kommune,1240957,"Høllumkær, Sevel","Høllumkær, Sevel"
1083,Syddanmark,630,Vejle kommune,1140452,"Høllund By, Ødsted","Høllund By, Ødsted"
1083,Syddanmark,530,Billund Kommune,1360453,"Høllund By, Vorbasse","Høllund By, Vorbasse"
1083,Syddanmark,540,Sønderborg Kommune,1560351,"Holm, Nordborg","Holm, Nordborg"
1081,Nordjylland,851,Aalborg Kommune,610255,"Holmager By, Bislev","Holmager By, Bislev"
1083,Syddanmark,479,Svendborg Kommune,431151,"Holmdrup By, Skårup","Holmdrup By, Skårup"
1082,Midtjylland,706,Syddjurs Kommune,960255,"Holme By, Dråby","Holme By, Dråby"
1081,Nordjylland,820,Vesthimmerlands Kommune,670358,"Holme By, Farsø","Holme By, Farsø"
1082,Midtjylland,751,Århus Kommune,1030351,"Holme By, Holme","Holme By, Holme"
1082,Midtjylland,751,Århus Kommune,1031351,"Holme By, Skåde","Holme By, Skåde"
1081,Nordjylland,849,Jammerbugt Kommune,681051,"Holme By, V. Torup","Holme By, V. Torup"
1081,Nordjylland,849,Jammerbugt Kommune,681151,"Holme By, Vust","Holme By, Vust"
1085,Sjælland,259,Køge Kommune,50452,"Holme Mølle, Ejby","Holme Mølle, Ejby"
1085,Sjælland,370,Næstved Kommune,280752,"Holme-Olstrup By, Holme-Olstrup","Holme-Olstrup By, Holme-Olstrup"
1083,Syddanmark,550,Tønder Kommune,1500454,"Holme, Højst","Holme, Højst"
1082,Midtjylland,791,Viborg Kommune,771551,"Holme, Vorning","Holme, Vorning"
1085,Sjælland,370,Næstved Kommune,280751,"Holmegaard, Holme-Olstrup","Holmegaard, Holme-Olstrup"
1084,Hovedstaden,219,Hillerød Kommune,2000759,"Holmegård, Hillerød Jorder","Holmegård, Hillerød Jorder"
1083,Syddanmark,450,Nyborg Kommune,411051,"Holmegård, Kullerup","Holmegård, Kullerup"
1081,Nordjylland,787,Thisted Kommune,721353,"Holmegårde By, Ydby","Holmegårde By, Ydby"
1084,Hovedstaden,217,Helsingør Kommune,120553,"Holmegårde, Hornbæk","Holmegårde, Hornbæk"
1083,Syddanmark,420,Assens Kommune,331253,"Holmehave, Tommerup","Holmehave, Tommerup"
1084,Hovedstaden,219,Hillerød Kommune,2000753,"Holmene, Hillerød Jorder","Holmene, Hillerød Jorder"
1083,Syddanmark,561,Esbjerg Kommune,2007654,"Holmene, Ribe Jorder","Holmene, Ribe Jorder"
1082,Midtjylland,791,Viborg Kommune,761252,"Holmgård Hgd., Skals","Holmgård Hgd., Skals"
1081,Nordjylland,840,Rebild Kommune,650352,"Holmgård, Brorstrup","Holmgård, Brorstrup"
1081,Nordjylland,851,Aalborg Kommune,610554,"Holmgård, Ellidshøj","Holmgård, Ellidshøj"
1081,Nordjylland,820,Vesthimmerlands Kommune,670359,"Holmgård, Farsø","Holmgård, Farsø"
1081,Nordjylland,810,Brønderslev Kommune,550652,"Holmgård, Hellum","Holmgård, Hellum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180652,"Holmgård, Sdr. Lem","Holmgård, Sdr. Lem"
1081,Nordjylland,846,Mariagerfjord Kommune,890456,"Holmgårde By, Glenstrup","Holmgårde By, Glenstrup"
1081,Nordjylland,820,Vesthimmerlands Kommune,651052,"Holmgårde, Hyllebjerg","Holmgårde, Hyllebjerg"
1082,Midtjylland,779,Skive Kommune,850953,"Holmgårde, Sæby","Holmgårde, Sæby"
1082,Midtjylland,740,Silkeborg Kommune,810851,"Holmgårde, Serup","Holmgårde, Serup"
1081,Nordjylland,820,Vesthimmerlands Kommune,760354,"Holmmark, Gedsted","Holmmark, Gedsted"
1082,Midtjylland,791,Viborg Kommune,761552,"Holmmark, Ulbjerg","Holmmark, Ulbjerg"
1081,Nordjylland,849,Jammerbugt Kommune,580453,"Holmsø By, Haverslev","Holmsø By, Haverslev"
1082,Midtjylland,740,Silkeborg Kommune,1060952,"Holmstol By, Skannerup","Holmstol By, Skannerup"
1085,Sjælland,306,Odsherred Kommune,160657,"Holmstrup By, Højby","Holmstrup By, Højby"
1085,Sjælland,316,Holbæk Kommune,170554,"Holmstrup By, Holmstrup","Holmstrup By, Holmstrup"
1083,Syddanmark,461,Odense Kommune,330959,"Holmstrup By, Sanderum","Holmstrup By, Sanderum"
1085,Sjælland,330,Slagelse Kommune,2001461,"Holmstrup, Slagelse Jorder","Holmstrup, Slagelse Jorder"
1082,Midtjylland,751,Århus Kommune,1020353,"Holmstrupgård, Brabrand","Holmstrupgård, Brabrand"
1083,Syddanmark,410,Middelfart Kommune,400356,"Holse By, Brenderup","Holse By, Brenderup"
1083,Syddanmark,480,Nordfyns Kommune,380356,"Holse By, Hårslev","Holse By, Hårslev"
1082,Midtjylland,661,Holstebro Kommune,2007151,Holstebro Bygrunde,Holstebro Bygrunde
1082,Midtjylland,661,Holstebro Kommune,2007154,Holstebro Markjorder fra Hammerum,Holstebro Markjorder fra Hammerum
1082,Midtjylland,661,Holstebro Kommune,2007152,Holstebro Markjorder fra Hjerm,Holstebro Markjorder fra Hjerm
1082,Midtjylland,661,Holstebro Kommune,2007153,Holstebro Markjorder fra Ulfborg,Holstebro Markjorder fra Ulfborg
1085,Sjælland,370,Næstved Kommune,240753,"Holsted By, Herlufsholm","Holsted By, Herlufsholm"
1085,Sjælland,330,Slagelse Kommune,230752,"Holsteinborg Hgd., Holsteinborg","Holsteinborg Hgd., Holsteinborg"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,440552,"Holstenshus Hgd., Diernæs","Holstenshus Hgd., Diernæs"
1084,Hovedstaden,270,Gribskov Kommune,110558,"Holt By, Græsted","Holt By, Græsted"
1083,Syddanmark,621,Kolding Kommune,1270954,"Holt By, Vamdrup","Holt By, Vamdrup"
1082,Midtjylland,657,Herning Kommune,2007057,"Holtbjerg, Herning Jorder","Holtbjerg, Herning Jorder"
1084,Hovedstaden,230,Rudersdal Kommune,13851,"Holte By, Gl. Holte","Holte By, Gl. Holte"
1085,Sjælland,306,Odsherred Kommune,160558,"Holte By, Grevinge","Holte By, Grevinge"
1083,Syddanmark,420,Assens Kommune,391156,"Holte By, Køng","Holte By, Køng"
1084,Hovedstaden,230,Rudersdal Kommune,13352,"Holte By, Nærum","Holte By, Nærum"
1081,Nordjylland,810,Brønderslev Kommune,560952,"Holte By, Serritslev","Holte By, Serritslev"
1084,Hovedstaden,230,Rudersdal Kommune,11451,"Holte By, Søllerød","Holte By, Søllerød"
1081,Nordjylland,810,Brønderslev Kommune,561353,"Holte By, Tolstrup","Holte By, Tolstrup"
1085,Sjælland,320,Faxe Kommune,300154,"Holtegård, Alslev","Holtegård, Alslev"
1085,Sjælland,329,Ringsted Kommune,210754,"Holtehuset, Haraldsted","Holtehuset, Haraldsted"
1085,Sjælland,330,Slagelse Kommune,231154,"Holten By, Magleby","Holten By, Magleby"
1081,Nordjylland,810,Brønderslev Kommune,560553,"Holtetgård, Jerslev","Holtetgård, Jerslev"
1081,Nordjylland,846,Mariagerfjord Kommune,641353,"Holthuse, St. Arden","Holthuse, St. Arden"
1085,Sjælland,336,Stevns Kommune,290452,"Holtug By, Holtug","Holtug By, Holtug"
1082,Midtjylland,766,Hedensted Kommune,1120652,"Holtum By, Grejs","Holtum By, Grejs (Hedensted Kommune)"
1083,Syddanmark,630,Vejle Kommune,1120652,"Holtum By, Grejs","Holtum By, Grejs (Vejle Kommune)"
1082,Midtjylland,766,Hedensted Kommune,1121252,"Holtum By, Sindbjerg","Holtum By, Sindbjerg (Hedensted Kommune)"
1083,Syddanmark,630,Vejle Kommune,1121252,"Holtum By, Sindbjerg","Holtum By, Sindbjerg (Vejle Kommune)"
1085,Sjælland,329,Ringsted Kommune,210951,"Høm By, Høm","Høm By, Høm"
1083,Syddanmark,561,Esbjerg Kommune,1300752,"Høm By, Seem","Høm By, Seem"
1082,Midtjylland,707,Norddjurs Kommune,970751,"Homå By, Homå","Homå By, Homå"
1081,Nordjylland,846,Mariagerfjord Kommune,641554,"Høndrup By, Vebbestrup","Høndrup By, Vebbestrup"
1085,Sjælland,326,Kalundborg Kommune,190453,"Høng By, Finderup","Høng By, Finderup"
1081,Nordjylland,860,Hjørring Kommune,541054,"Høngård, Skt. Hans","Høngård, Skt. Hans"
1082,Midtjylland,740,Silkeborg Kommune,801356,"Hønholt, Vinderslev","Hønholt, Vinderslev"
1083,Syddanmark,580,Aabenraa Kommune,1510252,"Hønkys, Egvad","Hønkys, Egvad"
1083,Syddanmark,410,Middelfart Kommune,400852,"Hønnerup By, Gelsted","Hønnerup By, Gelsted"
1083,Syddanmark,410,Middelfart Kommune,400853,"Hønneruplund, Gelsted","Hønneruplund, Gelsted"
1083,Syddanmark,550,Tønder Kommune,1460152,"Hønning, Arrild","Hønning, Arrild"
1085,Sjælland,306,Odsherred Kommune,161153,"Hønsinge By, Vig","Hønsinge By, Vig"
1085,Sjælland,265,Roskilde Kommune,51251,"Hønske By, Ørsted","Hønske By, Ørsted"
1083,Syddanmark,580,Aabenraa Kommune,1530554,"Hønsnap, Holbøl","Hønsnap, Holbøl"
1082,Midtjylland,766,Hedensted Kommune,1080352,"Honum By, Hvirring","Honum By, Hvirring"
1082,Midtjylland,766,Hedensted Kommune,1080353,"Honumskov, Hvirring","Honumskov, Hvirring"
1083,Syddanmark,630,Vejle Kommune,1130453,"Hopballe By, Jelling","Hopballe By, Jelling"
1083,Syddanmark,510,Haderslev Kommune,1420552,"Hoptrup Ejerlav, Hoptrup","Hoptrup Ejerlav, Hoptrup"
1085,Sjælland,376,Guldborgsund Kommune,520455,"Horbelev By, Horbelev","Horbelev By, Horbelev"
1081,Nordjylland,846,Mariagerfjord Kommune,640451,"Hørby By, Hørby","Hørby By, Hørby (Mariagerfjord Kommune)"
1085,Sjælland,316,Holbæk Kommune,140651,"Hørby By, Hørby","Hørby By, Hørby (Holbæk Kommune)"
1081,Nordjylland,813,Frederikshavn Kommune,550754,"Hørbylund Hgd., Hørby","Hørbylund Hgd., Hørby (Frederikshavn Kommune)"
1081,Nordjylland,860,Hjørring Kommune,550754,"Hørbylund Hgd., Hørby","Hørbylund Hgd., Hørby (Hjørring Kommune)"
1081,Nordjylland,787,Thisted Kommune,710655,"Hørdum By, Hørdum","Hørdum By, Hørdum"
1082,Midtjylland,740,Silkeborg Kommune,1061354,"Horn By, Tvilum","Horn By, Tvilum"
1084,Hovedstaden,217,Helsingør Kommune,120554,"Hornbæk By, Hornbæk","Hornbæk By, Hornbæk"
1084,Hovedstaden,217,Helsingør Kommune,120658,"Hornbæk By, Tikøb","Hornbæk By, Tikøb"
1084,Hovedstaden,217,Helsingør Kommune,120555,"Hornbæk Fiskerleje, Hornbæk","Hornbæk Fiskerleje, Hornbæk"
1081,Nordjylland,820,Vesthimmerlands Kommune,660954,"Hornbæk Gde., Oudrup","Hornbæk Gde., Oudrup"
1081,Nordjylland,820,Vesthimmerlands Kommune,661355,"Hornbæk Gde., Vilsted","Hornbæk Gde., Vilsted"
1084,Hovedstaden,217,Helsingør Kommune,120556,"Hornbæk Plantage, Hornbæk","Hornbæk Plantage, Hornbæk"
1082,Midtjylland,766,Hedensted Kommune,1080253,"Hornborg By, Hornborg","Hornborg By, Hornborg"
1082,Midtjylland,746,Skanderborg Kommune,1070952,"Horndrup By, Tåning","Horndrup By, Tåning"
1081,Nordjylland,860,Hjørring Kommune,540152,"Horne By, Asdal","Horne By, Asdal"
1081,Nordjylland,860,Hjørring Kommune,541951,"Horne By, Hirtshals","Horne By, Hirtshals"
1081,Nordjylland,860,Hjørring Kommune,540551,"Horne By, Horne","Horne By, Horne (Hjørring Kommune)"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,441354,"Horne By, Horne","Horne By, Horne (Faaborg-Midtfyn Kommune)"
1084,Hovedstaden,217,Helsingør Kommune,120557,"Horneby By, Hornbæk","Horneby By, Hornbæk"
1083,Syddanmark,573,Varde Kommune,1330357,"Hornelund By, Horne","Hornelund By, Horne"
1082,Midtjylland,730,Randers Kommune,930753,"Hørning By, Hørning","Hørning By, Hørning (Randers Kommune)"
1082,Midtjylland,746,Skanderborg Kommune,1040554,"Hørning By, Hørning","Hørning By, Hørning (Skanderborg Kommune)"
1083,Syddanmark,580,Aabenraa Kommune,1500554,"Hornse, Ravsted","Hornse, Ravsted"
1082,Midtjylland,706,Syddjurs Kommune,950453,"Hornslet By, Hornslet","Hornslet By, Hornslet"
1083,Syddanmark,630,Vejle Kommune,1120752,"Hornstrup By, Hornstrup","Hornstrup By, Hornstrup"
1082,Midtjylland,766,Hedensted Kommune,1100851,"Hornsyld By, Nebsager","Hornsyld By, Nebsager"
1082,Midtjylland,766,Hedensted Kommune,1100652,"Hornum By, Hornum","Hornum By, Hornum"
1081,Nordjylland,840,Rebild Kommune,610856,"Hornumgård, Ø. Hornum","Hornumgård, Ø. Hornum"
1085,Sjælland,376,Guldborgsund Kommune,520552,"Horreby By, Horreby","Horreby By, Horreby"
1085,Sjælland,376,Guldborgsund Kommune,520553,"Horreby Lyng, Horreby","Horreby Lyng, Horreby"
1082,Midtjylland,751,Århus Kommune,1030552,"Hørret By, Mårslet","Hørret By, Mårslet"
1083,Syddanmark,530,Billund Kommune,1360255,"Horsbøl Gde., Grindsted","Horsbøl Gde., Grindsted"
1083,Syddanmark,580,Aabenraa Kommune,1510251,"Horsbyg, Egvad","Horsbyg, Egvad"
1081,Nordjylland,840,Rebild Kommune,630154,"Horsens By, Blenstrup","Horsens By, Blenstrup"
1081,Nordjylland,851,Aalborg Kommune,600851,"Horsens By, Horsens","Horsens By, Horsens"
1082,Midtjylland,615,Horsens Kommune,2006451,Horsens Bygrunde,Horsens Bygrunde
1081,Nordjylland,840,Rebild Kommune,630155,"Horsens Hedegårde, Blenstrup","Horsens Hedegårde, Blenstrup"
1082,Midtjylland,615,Horsens Kommune,2006452,Horsens Markjorder,Horsens Markjorder
1084,Hovedstaden,217,Helsingør Kommune,120457,"Horserød By, Hellebæk","Horserød By, Hellebæk"
1084,Hovedstaden,217,Helsingør Kommune,120558,"Horserød By, Hornbæk","Horserød By, Hornbæk"
1084,Hovedstaden,217,Helsingør Kommune,120659,"Horserød By, Tikøb","Horserød By, Tikøb"
1084,Hovedstaden,217,Helsingør Kommune,120660,"Horserød Hegn, Tikøb","Horserød Hegn, Tikøb"
1085,Sjælland,329,Ringsted Kommune,211556,"Horsetofte By, Sneslev","Horsetofte By, Sneslev"
1081,Nordjylland,787,Thisted Kommune,710153,"Horsfelt By, Bedsted","Horsfelt By, Bedsted"
1084,Hovedstaden,223,Hørsholm Kommune,130351,"Hørsholm By, Hørsholm","Hørsholm By, Hørsholm"
1082,Midtjylland,751,Århus Kommune,990253,"Hørslev By, Framlev","Hørslev By, Framlev"
1082,Midtjylland,751,Århus Kommune,990254,"Hørslev Gde., Framlev","Hørslev Gde., Framlev"
1082,Midtjylland,657,Herning Kommune,1231254,"Horslund, Vinding","Horslund, Vinding"
1085,Sjælland,360,Lolland Kommune,490552,"Horslunde By, Horslunde","Horslunde By, Horslunde"
1085,Sjælland,360,Lolland Kommune,491052,"Horslunde By, Utterslev","Horslunde By, Utterslev"
1081,Nordjylland,846,Mariagerfjord Kommune,640254,"Horsmosegårde, Astrup","Horsmosegårde, Astrup"
1083,Syddanmark,630,Vejle Kommune,1140251,"Horsted By, Højen","Horsted By, Højen"
1081,Nordjylland,787,Thisted Kommune,710751,"Hørsted By, Hørsted","Hørsted By, Hørsted"
1082,Midtjylland,706,Syddjurs Kommune,971151,"Horstved By, Nødager","Horstved By, Nødager"
1082,Midtjylland,740,Silkeborg Kommune,800753,"Hørup By, Hørup","Hørup By, Hørup"
1083,Syddanmark,630,Vejle Kommune,1130455,"Hørup By, Jelling","Hørup By, Jelling"
1084,Hovedstaden,250,Frederikssund Kommune,81051,"Hørup By, Slangerup","Hørup By, Slangerup"
1082,Midtjylland,791,Viborg Kommune,760152,"Hørup By, V. Bjerregrav","Hørup By, V. Bjerregrav"
1083,Syddanmark,540,Sønderborg Kommune,1550251,"Hørup Ejerlav, Hørup","Hørup Ejerlav, Hørup"
1085,Sjælland,306,Odsherred Kommune,160751,"Hørve By, Hørve","Hørve By, Hørve"
1081,Nordjylland,851,Aalborg Kommune,620754,"Høstemark Hgd., Mou","Høstemark Hgd., Mou"
1085,Sjælland,320,Faxe Kommune,300257,"Høsten By, Sdr. Dalby","Høsten By, Sdr. Dalby"
1085,Sjælland,320,Faxe Kommune,210653,"Høsten Torp By, Freerslev","Høsten Torp By, Freerslev"
1085,Sjælland,320,Faxe Kommune,211654,"Høsten Torp By, Terslev","Høsten Torp By, Terslev"
1084,Hovedstaden,230,Rudersdal Kommune,130154,"Høsterkøb By, Birkerød","Høsterkøb By, Birkerød"
1082,Midtjylland,657,Herning Kommune,1240456,"Høstrup By, Haderup","Høstrup By, Haderup"
1083,Syddanmark,561,Esbjerg Kommune,1350751,"Hostrup By, Hostrup","Hostrup By, Hostrup"
1083,Syddanmark,573,Varde Kommune,1351954,"Hostrup By, Øse","Hostrup By, Øse"
1082,Midtjylland,766,Hedensted Kommune,1101256,"Hostrup By, Stouby","Hostrup By, Stouby"
1083,Syddanmark,550,Tønder Kommune,1500351,"Hostrup Ejerlav, Hostrup","Hostrup Ejerlav, Hostrup"
1082,Midtjylland,779,Skive Kommune,860452,"Hostrup Hgd., Lem","Hostrup Hgd., Lem"
